date,strike,maturity,true_price,computed_price,abs_error
01-Jan-2025,1370,0.0794521,1.1,3.24198,2.14198
01-Jan-2025,1360,0.0794521,1.3,4.00529,2.70529
01-Jan-2025,1180,0.0794521,59.3,66.0735,6.77348
01-Jan-2025,1170,0.0794521,67.55,73.2037,5.65367
01-Jan-2025,1350,0.0794521,1.65,4.91954,3.26954
01-Jan-2025,1150,0.0794521,84.95,88.5478,3.59783
01-Jan-2025,1160,0.0794521,76.55,80.7035,4.15354
01-Jan-2025,1340,0.0794521,1.9,6.00712,4.10712
01-Jan-2025,1330,0.0794521,2.4,7.29198,4.89198
01-Jan-2025,1140,0.0794521,92,96.7085,4.70855
01-Jan-2025,1130,0.0794521,162.5,105.156,57.3441
01-Jan-2025,1320,0.0794521,3.1,8.79939,5.69939
01-Jan-2025,1120,0.0794521,237.15,113.859,123.291
01-Jan-2025,1110,0.0794521,120.15,122.787,2.63704
01-Jan-2025,1300,0.0794521,5.25,12.587,7.33703
01-Jan-2025,1310,0.0794521,4,10.5555,6.55553
01-Jan-2025,1100,0.0794521,131.5,131.91,0.409806
01-Jan-2025,1500,0.0794521,0.3,0.125035,0.174965
01-Jan-2025,1480,0.0794521,0.45,0.21875,0.23125
01-Jan-2025,1520,0.0794521,0.3,0.0700609,0.229939
01-Jan-2025,1290,0.0794521,6.5,14.9205,8.42047
01-Jan-2025,1280,0.0794521,8.3,17.5817,9.28169
01-Jan-2025,1260,0.232877,53.95,67.4726,13.5226
01-Jan-2025,1140,0.232877,121.3,135.133,13.8329
01-Jan-2025,1120,0.232877,135.8,149.311,13.511
01-Jan-2025,1360,0.232877,23.2,33.3917,10.1917
01-Jan-2025,1240,0.232877,62.75,76.6271,13.8771
01-Jan-2025,1220,0.232877,72.5,86.6261,14.1261
01-Jan-2025,1100,0.232877,151.15,164.242,13.0924
01-Jan-2025,1340,0.232877,23,38.7749,15.7749
01-Jan-2025,1080,0.232877,167.25,179.877,12.6268
01-Jan-2025,1320,0.232877,33.05,44.8316,11.7816
01-Jan-2025,1200,0.232877,76,97.4807,21.4807
01-Jan-2025,1440,0.232877,7.6,17.6147,10.0147
01-Jan-2025,1300,0.232877,31,51.6069,20.6069
01-Jan-2025,1040,0.232877,201.4,213.02,11.6204
01-Jan-2025,1180,0.232877,94.95,109.192,14.2417
01-Jan-2025,1000,0.232877,237.65,248.23,10.5805
01-Jan-2025,1400,0.232877,10.8,24.4516,13.6516
01-Jan-2025,1160,0.232877,107.6,121.749,14.1493
01-Jan-2025,1320,0.156164,13.1,25.0086,11.9086
01-Jan-2025,1180,0.156164,117,87.0721,29.9279
01-Jan-2025,1310,0.156164,24.25,27.7462,3.49622
01-Jan-2025,1170,0.156164,87.65,93.5954,5.94542
01-Jan-2025,1480,0.156164,2.45,3.53194,1.08194
01-Jan-2025,1300,0.156164,17.6,30.714,13.114
01-Jan-2025,1440,0.156164,3,6.05759,3.05759
01-Jan-2025,1290,0.156164,30,33.9221,3.92209
01-Jan-2025,1150,0.156164,101.35,107.447,6.09713
01-Jan-2025,1140,0.156164,165.4,114.758,50.6415
01-Jan-2025,1420,0.156164,24.9,7.83769,17.0623
01-Jan-2025,1270,0.156164,25.6,41.0966,15.4966
01-Jan-2025,1130,0.156164,116.05,122.313,6.26335
01-Jan-2025,1250,0.156164,34.25,49.3358,15.0858
01-Jan-2025,1240,0.156164,38.5,53.8708,15.3708
01-Jan-2025,1100,0.156164,135,146.319,11.3193
01-Jan-2025,1380,0.156164,34.8,12.7956,22.0044
01-Jan-2025,1230,0.156164,45.5,58.6887,13.1887
01-Jan-2025,1090,0.156164,148.3,154.725,6.42452
02-Jan-2025,1380,0.153425,34.8,16.5728,18.2272
02-Jan-2025,1230,0.153425,52.8,69.9988,17.1988
02-Jan-2025,1080,0.153425,216.25,181.729,34.5207
02-Jan-2025,1210,0.153425,66.2,81.6625,15.4625
02-Jan-2025,1040,0.153425,252.6,218.495,34.1048
02-Jan-2025,1020,0.153425,238.5,237.435,1.06504
02-Jan-2025,1200,0.153425,73.5,87.9154,14.4154
02-Jan-2025,1330,0.153425,19.5,28.3291,8.82914
02-Jan-2025,1320,0.153425,16.65,31.3263,14.6763
02-Jan-2025,1400,0.153425,5.95,13.171,7.22098
02-Jan-2025,1260,0.153425,37.25,54.6352,17.3852
02-Jan-2025,1120,0.153425,170,147.139,22.8612
02-Jan-2025,1360,0.153425,9.25,20.6729,11.4229
02-Jan-2025,1220,0.153425,59.3,75.6892,16.3892
02-Jan-2025,1060,0.153425,234.25,199.894,34.3557
02-Jan-2025,1340,0.153425,12.45,25.5616,13.1116
02-Jan-2025,1190,0.153425,67.9,94.4432,26.5432
02-Jan-2025,1060,0.0767123,292.85,189.791,103.059
02-Jan-2025,1020,0.0767123,331.15,229.213,101.937
02-Jan-2025,1090,0.0767123,198.1,160.673,37.4269
02-Jan-2025,1080,0.0767123,274,170.311,103.689
02-Jan-2025,1270,0.0767123,15.7,28.0218,12.3218
02-Jan-2025,1480,0.0767123,0.4,0.381182,0.0188183
02-Jan-2025,1460,0.0767123,0.55,0.639625,0.0896248
02-Jan-2025,1260,0.0767123,19.55,32.2385,12.6885
02-Jan-2025,1250,0.0767123,24.2,36.8775,12.6775
02-Jan-2025,1440,0.0767123,0.6,1.05024,0.450242
02-Jan-2025,1430,0.0767123,0.65,1.33465,0.68465
02-Jan-2025,1240,0.0767123,29.65,41.9461,12.2961
02-Jan-2025,1230,0.0767123,35.7,47.4464,11.7464
02-Jan-2025,1420,0.0767123,0.75,1.68658,0.936584
02-Jan-2025,1410,0.0767123,0.95,2.11927,1.16927
02-Jan-2025,1220,0.0767123,42.4,53.3755,10.9755
02-Jan-2025,1400,0.0767123,1,2.64778,1.64778
02-Jan-2025,1210,0.0767123,49.9,59.7252,9.82517
02-Jan-2025,1200,0.0767123,57.6,66.4824,8.88236
02-Jan-2025,1390,0.0767123,1.2,3.28905,2.08905
02-Jan-2025,1380,0.0767123,1.4,4.06196,2.66196
02-Jan-2025,1190,0.0767123,65.95,73.6293,7.67928
02-Jan-2025,1370,0.0767123,1.55,4.98721,3.43721
02-Jan-2025,1360,0.0767123,1.9,6.08729,4.18729
02-Jan-2025,1180,0.0767123,74.25,81.1441,6.89409
02-Jan-2025,1170,0.0767123,82.5,89.0015,6.50146
02-Jan-2025,1350,0.0767123,2.35,7.3862,5.0362
02-Jan-2025,1160,0.0767123,91.55,97.1734,5.62345
02-Jan-2025,1150,0.0767123,100.75,105.63,4.8803
02-Jan-2025,1340,0.0767123,2.9,8.90922,6.00922
02-Jan-2025,1330,0.0767123,3.75,10.6825,6.93251
02-Jan-2025,1140,0.0767123,108.7,114.341,5.64136
02-Jan-2025,1130,0.0767123,162.5,123.276,39.2241
02-Jan-2025,1320,0.0767123,4.9,12.7327,7.83266
02-Jan-2025,1120,0.0767123,237.15,132.404,104.746
02-Jan-2025,1310,0.0767123,6.2,15.0861,8.88613
02-Jan-2025,1300,0.0767123,7.95,17.7686,9.81862
02-Jan-2025,1100,0.0767123,148.05,151.128,3.07793
02-Jan-2025,1520,0.0767123,0.3,0.127113,0.172887
02-Jan-2025,1500,0.0767123,0.35,0.222403,0.127597
02-Jan-2025,1290,0.0767123,10,20.8044,10.8044
02-Jan-2025,1280,0.0767123,12.5,24.2157,11.7157
02-Jan-2025,1260,0.230137,53.95,77.8448,23.8948
02-Jan-2025,1140,0.230137,121.3,150.559,29.2589
02-Jan-2025,1360,0.230137,23.2,39.7366,16.5366
02-Jan-2025,1240,0.230137,62.75,87.8726,25.1226
02-Jan-2025,1220,0.230137,72.5,98.7464,26.2464
02-Jan-2025,1340,0.230137,23,45.8555,22.8555
02-Jan-2025,1320,0.230137,33.05,52.6889,19.6389
02-Jan-2025,1200,0.230137,89.5,110.467,20.967
02-Jan-2025,1440,0.230137,10.6,21.4904,10.8904
02-Jan-2025,1300,0.230137,37.35,60.2765,22.9265
02-Jan-2025,1180,0.230137,94.95,123.025,28.0745
02-Jan-2025,1400,0.230137,12.75,29.4633,16.7133
02-Jan-2025,1280,0.230137,46.15,68.6526,22.5026
02-Jan-2025,1160,0.230137,107.6,136.399,28.7987
02-Jan-2025,1520,0.153425,2,2.78902,0.789023
02-Jan-2025,1480,0.153425,2.4,4.83127,2.43127
02-Jan-2025,1160,0.153425,95.8,115.605,19.8054
02-Jan-2025,1180,0.153425,117,101.239,15.7606
02-Jan-2025,1310,0.153425,24.25,34.5631,10.3131
02-Jan-2025,1170,0.153425,87.65,108.297,20.6465
02-Jan-2025,1300,0.153425,22.5,38.0487,15.5487
02-Jan-2025,1290,0.153425,25,41.7917,16.7917
02-Jan-2025,1440,0.153425,3.35,8.10942,4.75942
02-Jan-2025,1280,0.153425,28.95,45.7996,16.8496
02-Jan-2025,1420,0.153425,4.5,10.3783,5.87833
02-Jan-2025,1140,0.153425,165.4,130.936,34.4636
02-Jan-2025,1270,0.153425,30,50.079,20.079
02-Jan-2025,1250,0.153425,42.15,59.4724,17.3224
02-Jan-2025,1240,0.153425,47.85,64.5931,16.7431
03-Jan-2025,1240,0.150685,51.9,69.5615,17.6615
03-Jan-2025,1230,0.150685,57.6,75.2341,17.6341
03-Jan-2025,1080,0.150685,216.25,190.105,26.1452
03-Jan-2025,1360,0.150685,10.25,22.788,12.538
03-Jan-2025,1220,0.150685,64.35,81.1899,16.8399
03-Jan-2025,1060,0.150685,234.25,208.489,25.7609
03-Jan-2025,1210,0.150685,74.4,87.4258,13.0258
03-Jan-2025,1040,0.150685,252.6,227.263,25.3374
03-Jan-2025,1340,0.150685,13.65,28.0715,14.4215
03-Jan-2025,1200,0.150685,78.6,93.937,15.337
03-Jan-2025,1330,0.150685,16.2,31.0518,14.8518
03-Jan-2025,1060,0.0739726,292.85,198.831,94.0194
03-Jan-2025,1020,0.0739726,331.15,238.353,92.7972
03-Jan-2025,1090,0.0739726,198.1,169.525,28.5754
03-Jan-2025,1080,0.0739726,274,179.24,94.7597
03-Jan-2025,1270,0.0739726,18.2,31.6061,13.4061
03-Jan-2025,1480,0.0739726,0.45,0.45646,0.00645985
03-Jan-2025,1460,0.0739726,0.45,0.76394,0.31394
03-Jan-2025,1260,0.0739726,22.5,36.2119,13.7119
03-Jan-2025,1250,0.0739726,27.65,41.2503,13.6003
03-Jan-2025,1440,0.0739726,0.6,1.25017,0.65017
03-Jan-2025,1430,0.0739726,0.65,1.58563,0.93563
03-Jan-2025,1240,0.0739726,33.45,46.7238,13.2738
03-Jan-2025,1230,0.0739726,40,52.6297,12.6297
03-Jan-2025,1420,0.0739726,0.8,1.99949,1.19949
03-Jan-2025,1410,0.0739726,0.9,2.50669,1.60669
03-Jan-2025,1220,0.0739726,47,58.9599,11.9599
03-Jan-2025,1400,0.0739726,1.05,3.12408,2.07408
03-Jan-2025,1210,0.0739726,54.55,65.7013,11.1513
03-Jan-2025,1200,0.0739726,63,72.836,9.83605
03-Jan-2025,1390,0.0739726,1.25,3.87048,2.62048
03-Jan-2025,1380,0.0739726,1.45,4.76664,3.31664
03-Jan-2025,1190,0.0739726,71.7,80.3421,8.64208
03-Jan-2025,1180,0.0739726,79.85,88.1938,8.34376
03-Jan-2025,1370,0.0739726,1.75,5.83511,4.08511
03-Jan-2025,1360,0.0739726,2.2,7.10008,4.90008
03-Jan-2025,1170,0.0739726,89.6,96.3628,6.76276
03-Jan-2025,1350,0.0739726,2.75,8.58706,5.83706
03-Jan-2025,1160,0.0739726,98.2,104.819,6.6189
03-Jan-2025,1150,0.0739726,108.7,113.531,4.83108
03-Jan-2025,1340,0.0739726,3.4,10.3225,6.92255
03-Jan-2025,1330,0.0739726,4.3,12.3335,8.03354
03-Jan-2025,1130,0.0739726,162.5,131.6,30.9003
03-Jan-2025,1320,0.0739726,5.55,14.647,9.09698
03-Jan-2025,1310,0.0739726,7.15,17.2891,10.1391
03-Jan-2025,1120,0.0739726,237.15,140.897,96.2532
03-Jan-2025,1300,0.0739726,9.25,20.2848,11.0348
03-Jan-2025,1520,0.0739726,0.35,0.152676,0.197324
03-Jan-2025,1500,0.0739726,0.35,0.266825,0.0831753
03-Jan-2025,1290,0.0739726,11.6,23.6568,12.0568
03-Jan-2025,1280,0.0739726,14.6,27.4251,12.8251
03-Jan-2025,1350,0.150685,11.9,25.3204,13.4204
03-Jan-2025,1260,0.227397,50,82.5895,32.5895
03-Jan-2025,1360,0.227397,23.2,42.6436,19.4436
03-Jan-2025,1240,0.227397,62.75,93.0134,30.2634
03-Jan-2025,1220,0.227397,72.5,104.283,31.7832
03-Jan-2025,1340,0.227397,23,49.0994,26.0994
03-Jan-2025,1320,0.227397,33.05,56.2879,23.2379
03-Jan-2025,1200,0.227397,94.8,116.395,21.5946
03-Jan-2025,1440,0.227397,9.9,23.2644,13.3644
03-Jan-2025,1300,0.227397,37.1,64.2462,27.1462
03-Jan-2025,1180,0.227397,94.95,129.333,34.3829
03-Jan-2025,1400,0.227397,12.95,31.7589,18.8089
03-Jan-2025,1280,0.227397,46.15,73.0055,26.8555
03-Jan-2025,1520,0.150685,2,3.15444,1.15444
03-Jan-2025,1320,0.150685,18.3,34.2712,15.9712
03-Jan-2025,1180,0.150685,117,107.759,9.24089
03-Jan-2025,1480,0.150685,2.5,5.43365,2.93365
03-Jan-2025,1310,0.150685,20.9,37.7391,16.8391
03-Jan-2025,1300,0.150685,24.25,41.4641,17.2141
03-Jan-2025,1440,0.150685,4.1,9.06424,4.96424
03-Jan-2025,1290,0.150685,27.45,45.4538,18.0038
03-Jan-2025,1280,0.150685,31.7,49.7149,18.0149
03-Jan-2025,1420,0.150685,4.5,11.5621,7.06212
03-Jan-2025,1140,0.150685,165.4,138.344,27.0561
03-Jan-2025,1270,0.150685,35.1,54.2527,19.1527
03-Jan-2025,1400,0.150685,6.4,14.6232,8.22317
03-Jan-2025,1260,0.150685,40.65,59.0715,18.4215
03-Jan-2025,1120,0.150685,170,154.921,15.079
03-Jan-2025,1250,0.150685,45.9,64.1739,18.2739
03-Jan-2025,1380,0.150685,8.5,18.3351,9.83505
06-Jan-2025,1380,0.219178,19.2,24.1426,4.9426
06-Jan-2025,1260,0.219178,41.25,61.085,19.835
06-Jan-2025,1140,0.219178,121.3,128.269,6.96887
06-Jan-2025,1120,0.219178,135.8,142.533,6.73284
06-Jan-2025,1360,0.219178,23.2,28.5367,5.33667
06-Jan-2025,1240,0.219178,62.75,70.0374,7.28736
06-Jan-2025,1220,0.219178,72.5,79.8814,7.38145
06-Jan-2025,1100,0.219178,151.15,157.586,6.43637
06-Jan-2025,1340,0.219178,23,33.5658,10.5658
06-Jan-2025,1080,0.219178,167.25,173.372,6.12193
06-Jan-2025,1320,0.219178,33.05,39.285,6.23501
06-Jan-2025,1200,0.219178,76,90.6311,14.6311
06-Jan-2025,1440,0.219178,12.2,14.2094,2.0094
06-Jan-2025,1300,0.219178,27.8,45.7469,17.9469
06-Jan-2025,1040,0.219178,201.4,206.872,5.47166
06-Jan-2025,1180,0.219178,94.95,102.288,7.33818
06-Jan-2025,1000,0.219178,237.65,242.456,4.80646
06-Jan-2025,1400,0.219178,9.45,20.3272,10.8772
06-Jan-2025,1280,0.219178,46.15,52.9996,6.84955
06-Jan-2025,1160,0.219178,107.6,114.842,7.24197
06-Jan-2025,1320,0.142466,11.95,20.9973,9.04726
06-Jan-2025,1180,0.142466,117,81.1593,35.8407
06-Jan-2025,1480,0.142466,2.05,2.42169,0.371692
06-Jan-2025,1310,0.142466,17.25,23.5242,6.27416
06-Jan-2025,1170,0.142466,87.65,87.67,0.0200236
06-Jan-2025,1460,0.142466,2.55,3.28065,0.730649
06-Jan-2025,1300,0.142466,15.95,26.2863,10.3363
06-Jan-2025,1440,0.142466,2.6,4.40366,1.80366
06-Jan-2025,1290,0.142466,18.1,29.2956,11.1956
06-Jan-2025,1160,0.142466,95.8,94.4687,1.33132
06-Jan-2025,1280,0.142466,21.05,32.5636,11.5136
06-Jan-2025,1150,0.142466,101.35,101.546,0.196386
06-Jan-2025,1420,0.142466,3.65,5.85578,2.20578
06-Jan-2025,1140,0.142466,165.4,108.893,56.5074
06-Jan-2025,1270,0.142466,23.8,36.1008,12.3008
06-Jan-2025,1130,0.142466,116.05,116.495,0.445382
06-Jan-2025,1400,0.142466,4.65,7.71222,3.06222
06-Jan-2025,1260,0.142466,28.35,39.9167,11.5667
06-Jan-2025,1120,0.142466,170,124.341,45.6585
06-Jan-2025,1250,0.142466,31.95,44.0196,12.0696
06-Jan-2025,1110,0.142466,131.75,132.417,0.666587
06-Jan-2025,1380,0.142466,5.7,10.058,4.35798
06-Jan-2025,1240,0.142466,36.7,48.4166,11.7166
06-Jan-2025,1100,0.142466,135,140.706,5.70564
06-Jan-2025,1230,0.142466,41,53.113,12.113
06-Jan-2025,1090,0.142466,148.3,149.193,0.892939
06-Jan-2025,1370,0.142466,12.1,11.4433,0.656678
06-Jan-2025,1360,0.142466,6.95,12.9867,6.03667
06-Jan-2025,1220,0.142466,46.85,58.1128,11.2628
06-Jan-2025,1080,0.142466,216.25,157.862,58.3875
06-Jan-2025,1060,0.142466,234.25,175.684,58.5662
06-Jan-2025,1350,0.142466,7.9,14.7008,6.80076
06-Jan-2025,1340,0.142466,8.95,16.5985,7.64851
06-Jan-2025,1210,0.142466,54.15,63.418,9.26801
06-Jan-2025,1040,0.142466,252.6,194.044,58.5564
06-Jan-2025,1200,0.142466,58.85,69.0289,10.1789
06-Jan-2025,1020,0.142466,238.5,212.824,25.6758
06-Jan-2025,1520,0.142466,1.45,1.28493,0.165065
06-Jan-2025,1330,0.142466,16.2,18.693,2.493
06-Jan-2025,1190,0.142466,67.9,74.9438,7.04384
06-Jan-2025,1060,0.0657534,292.85,164.428,128.422
06-Jan-2025,1020,0.0657534,331.15,203.927,127.223
06-Jan-2025,1000,0.0657534,225,223.78,1.22017
06-Jan-2025,1090,0.0657534,198.1,135.32,62.7798
06-Jan-2025,1080,0.0657534,274,144.94,129.06
06-Jan-2025,1270,0.0657534,9.55,14.4608,4.91083
06-Jan-2025,1260,0.0657534,12.05,17.4294,5.37936
06-Jan-2025,1480,0.0657534,0.45,0.0426096,0.40739
06-Jan-2025,1460,0.0657534,0.5,0.0862051,0.413795
06-Jan-2025,1250,0.0657534,15.05,20.8344,5.7844
06-Jan-2025,1440,0.0657534,0.55,0.169325,0.380675
06-Jan-2025,1430,0.0657534,0.65,0.234634,0.415366
06-Jan-2025,1240,0.0657534,18.6,24.7019,6.10194
06-Jan-2025,1230,0.0657534,23.3,29.0523,5.75228
06-Jan-2025,1420,0.0657534,0.65,0.322641,0.327359
06-Jan-2025,1410,0.0657534,0.8,0.440216,0.359784
06-Jan-2025,1220,0.0657534,28.4,33.899,5.49896
06-Jan-2025,1400,0.0657534,0.85,0.595922,0.254078
06-Jan-2025,1210,0.0657534,33.95,39.248,5.298
06-Jan-2025,1200,0.0657534,40.95,45.0974,4.1474
06-Jan-2025,1390,0.0657534,1,0.8003,0.1997
06-Jan-2025,1380,0.0657534,1.1,1.06615,0.0338469
06-Jan-2025,1190,0.0657534,48.05,51.437,3.38705
06-Jan-2025,1180,0.0657534,55.7,58.249,2.54903
06-Jan-2025,1370,0.0657534,1.2,1.40882,0.208823
06-Jan-2025,1360,0.0657534,1.35,1.84643,0.496427
06-Jan-2025,1170,0.0657534,63.55,65.5083,1.95828
06-Jan-2025,1350,0.0657534,1.75,2.40004,0.650045
06-Jan-2025,1160,0.0657534,72,73.1837,1.18367
06-Jan-2025,1150,0.0657534,80.3,81.2392,0.939248
06-Jan-2025,1340,0.0657534,2.05,3.09381,1.04381
06-Jan-2025,1330,0.0657534,2.5,3.9549,1.4549
06-Jan-2025,1140,0.0657534,107.5,89.6358,17.8642
06-Jan-2025,1130,0.0657534,115.05,98.3323,16.7177
06-Jan-2025,1320,0.0657534,3.15,5.01335,1.86335
06-Jan-2025,1310,0.0657534,4,6.30176,2.30176
06-Jan-2025,1120,0.0657534,117.3,107.288,10.0123
06-Jan-2025,1110,0.0657534,114.05,116.462,2.41194
06-Jan-2025,1300,0.0657534,5.05,7.85472,2.80472
06-Jan-2025,1100,0.0657534,126.4,125.818,0.582479
06-Jan-2025,1520,0.0657534,0.35,0.00955914,0.340441
06-Jan-2025,1500,0.0657534,0.3,0.020465,0.279535
06-Jan-2025,1290,0.0657534,6.15,9.70814,3.55814
06-Jan-2025,1280,0.0657534,7.65,11.8983,4.24831
07-Jan-2025,1250,0.139726,40.3,55.0513,14.7513
07-Jan-2025,1380,0.139726,6.3,13.7905,7.4905
07-Jan-2025,1240,0.139726,45.7,60.1394,14.4394
07-Jan-2025,1230,0.139726,50,65.5302,15.5302
07-Jan-2025,1370,0.139726,12.1,15.5782,3.47822
07-Jan-2025,1360,0.139726,8,17.5532,9.55322
07-Jan-2025,1080,0.139726,216.25,178.552,37.6984
07-Jan-2025,1060,0.139726,234.25,196.94,37.3104
07-Jan-2025,1350,0.139726,9.4,19.7283,10.3283
07-Jan-2025,1220,0.139726,57.4,71.2236,13.8236
07-Jan-2025,1210,0.139726,64,77.2173,13.2173
07-Jan-2025,1040,0.139726,252.6,215.739,36.8613
07-Jan-2025,1340,0.139726,10.9,22.1163,11.2163
07-Jan-2025,1200,0.139726,71.25,83.5074,12.2574
07-Jan-2025,1020,0.139726,238.5,234.847,3.65262
07-Jan-2025,1330,0.139726,13.05,24.7296,11.6796
07-Jan-2025,1190,0.139726,67.9,90.0882,22.1882
07-Jan-2025,1060,0.0630137,292.85,186.885,105.965
07-Jan-2025,1090,0.0630137,198.1,157.372,40.7283
07-Jan-2025,1080,0.0630137,274,167.167,106.833
07-Jan-2025,1270,0.0630137,14.2,21.8505,7.65053
07-Jan-2025,1460,0.0630137,0.5,0.183134,0.316866
07-Jan-2025,1260,0.0630137,17.85,25.8522,8.00225
07-Jan-2025,1250,0.0630137,22.2,30.3415,8.14147
07-Jan-2025,1440,0.0630137,0.6,0.348323,0.251677
07-Jan-2025,1430,0.0630137,0.75,0.474751,0.275249
07-Jan-2025,1240,0.0630137,27.25,35.3296,8.07964
07-Jan-2025,1230,0.0630137,33.45,40.8205,7.37047
07-Jan-2025,1420,0.0630137,0.75,0.641923,0.108077
07-Jan-2025,1410,0.0630137,0.9,0.860985,0.0390151
07-Jan-2025,1220,0.0630137,39.7,46.8096,7.10961
07-Jan-2025,1400,0.0630137,1,1.14543,0.145434
07-Jan-2025,1210,0.0630137,46.8,53.2847,6.48466
07-Jan-2025,1200,0.0630137,54.55,60.2255,5.67555
07-Jan-2025,1390,0.0630137,1.1,1.51138,0.411383
07-Jan-2025,1380,0.0630137,1.25,1.97779,0.727789
07-Jan-2025,1190,0.0630137,62.5,67.6054,5.10536
07-Jan-2025,1370,0.0630137,1.4,2.56662,1.16662
07-Jan-2025,1360,0.0630137,1.7,3.3029,1.6029
07-Jan-2025,1180,0.0630137,70.6,75.3915,4.79147
07-Jan-2025,1170,0.0630137,79.2,83.5469,4.34686
07-Jan-2025,1350,0.0630137,2.15,4.21468,2.06468
07-Jan-2025,1160,0.0630137,88.1,92.0317,3.93168
07-Jan-2025,1150,0.0630137,97.85,100.805,2.95481
07-Jan-2025,1340,0.0630137,2.55,5.33282,2.78282
07-Jan-2025,1330,0.0630137,3.15,6.69059,3.54059
07-Jan-2025,1140,0.0630137,107.5,109.825,2.32537
07-Jan-2025,1320,0.0630137,4.05,8.32308,4.27308
07-Jan-2025,1310,0.0630137,5.3,10.2665,4.96646
07-Jan-2025,1300,0.0630137,6.85,12.557,5.70696
07-Jan-2025,1100,0.0630137,146,147.64,1.63998
07-Jan-2025,1520,0.0630137,0.35,0.0221935,0.327806
07-Jan-2025,1500,0.0630137,0.3,0.046189,0.253811
07-Jan-2025,1480,0.0630137,0.45,0.0933626,0.356637
07-Jan-2025,1290,0.0630137,8.75,15.2298,6.47979
07-Jan-2025,1280,0.0630137,11.2,18.3179,7.11787
07-Jan-2025,1380,0.216438,19.2,29.9933,10.7933
07-Jan-2025,1260,0.216438,49.9,72.3979,22.4979
07-Jan-2025,1140,0.216438,121.3,145.518,24.2181
07-Jan-2025,1360,0.216438,23.2,35.1726,11.9726
07-Jan-2025,1240,0.216438,62.75,82.377,19.627
07-Jan-2025,1220,0.216438,72.5,93.2512,20.7512
07-Jan-2025,1340,0.216438,23,41.0452,18.0452
07-Jan-2025,1320,0.216438,33.05,47.6614,14.6114
07-Jan-2025,1200,0.216438,85.5,105.021,19.5206
07-Jan-2025,1440,0.216438,14,18.076,4.07605
07-Jan-2025,1300,0.216438,32.3,55.0672,22.7672
07-Jan-2025,1180,0.216438,94.95,117.673,22.7231
07-Jan-2025,1400,0.216438,10.4,25.454,15.054
07-Jan-2025,1280,0.216438,46.15,63.3021,17.1521
07-Jan-2025,1160,0.216438,107.6,131.184,23.5844
07-Jan-2025,1520,0.139726,1.55,1.94171,0.391708
07-Jan-2025,1320,0.139726,14.75,27.5805,12.8305
07-Jan-2025,1180,0.139726,117,96.9523,20.0477
07-Jan-2025,1310,0.139726,17.2,30.6805,13.4805
07-Jan-2025,1170,0.139726,87.65,104.09,16.4404
07-Jan-2025,1480,0.139726,2.05,3.56187,1.51187
07-Jan-2025,1460,0.139726,2.5,4.75919,2.25919
