date,mu_mean,mu_var,vol-of-vol_mean,vol-of-vol_var,kappa_mean,kappa_var,theta_mean,theta_var,rho_mean,rho_var,lambda_mean,lambda_var,v_t_mean,v_t_var
April 28th, 2026,0.432292,0.0249062,0.59627,0.0132936,3.58729,0.949118,0.0489749,6.22295e-05,-0.846904,0.0155836,1.01963,0.115504,0.0360917,3.9594e-05,
April 29th, 2026,0.433411,0.0259212,0.591178,0.0156973,3.52463,0.876121,0.049363,6.95557e-05,-0.842167,0.017075,1.04091,0.107048,0.0344718,2.24801e-05,
April 30th, 2026,0.428634,0.0277179,0.58709,0.0148117,3.42375,0.811648,0.0514837,5.80437e-05,-0.838505,0.0176665,1.06536,0.0976944,0.0336401,7.37958e-05,
May 4th, 2026,0.414677,0.0267164,0.580526,0.0156296,3.35854,0.75135,0.0518154,5.77212e-05,-0.842414,0.0178913,1.07479,0.0881436,0.0382675,7.02978e-05,
May 5th, 2026,0.411497,0.021046,0.598113,0.0321884,3.20608,0.234561,0.0613246,0.00061681,-0.846078,0.0259406,1.22246,0.0920955,0.0334732,4.20784e-05,
May 6th, 2026,0.272667,0.0742258,0.768218,0.0522567,3.29146,0.81701,0.105555,0.000896516,-0.721903,0.0302229,1.13129,0.401437,0.022359,3.79882e-05,
May 7th, 2026,0.220554,0.0882088,0.734003,0.0476189,3.32661,0.797153,0.104646,0.000859624,-0.74463,0.0279418,1.12192,0.37624,0.0241231,7.57984e-05,
May 8th, 2026,0.17033,0.0916185,0.713391,0.0481162,3.3549,0.807353,0.104244,0.000770419,-0.75944,0.026233,1.13301,0.337633,0.0270839,7.45088e-05,
May 11th, 2026,0.290989,0.0689979,0.993421,0.0489149,4.16358,5.06113,0.0970317,0.000134448,-0.625272,0.0275611,0.991999,0.116541,0.0331842,4.71361e-05,
May 12th, 2026,0.328276,0.000229845,0.84262,0.0681558,3.7004,0.457983,0.0958607,0.000105316,-0.696067,0.0296117,0.835484,0.195233,0.0336872,0.000135609,
May 13th, 2026,0.746505,0.227215,1.02615,0.442413,3.30121,2.99216,0.117266,0.0010806,-0.61096,0.0434484,0.37058,0.470633,0.022968,2.92472e-05,
May 14th, 2026,0.649067,0.280471,0.926634,0.406294,2.98588,3.16962,0.123544,0.00115991,-0.62175,0.0407158,0.346619,0.456925,0.0293837,0.000106964,
May 15th, 2026,-0.0888724,0.197872,0.31162,0.0122881,1.7288,1.12469,0.112612,0.000385567,-0.92251,0.000468191,0.0958385,0.454979,0.0280458,2.74562e-05,
May 18th, 2026,-0.130214,0.121468,0.309097,0.0108105,1.70006,0.972044,0.11164,0.000372198,-0.926728,0.000319002,0.100113,0.456979,0.0311418,1.78525e-05,
May 19th, 2026,-0.105205,0.107564,0.305025,0.0113974,1.74439,0.948139,0.112888,0.000407653,-0.925092,0.000498914,0.153818,0.486252,0.0297475,1.24266e-05,
May 20th, 2026,1.54083,0.492912,0.184626,0.0389602,2.40001,13.9439,0.243746,0.0113707,0.168178,0.666439,1.35928,2.94455,0.0169538,0.000156046,
May 21st, 2026,1.73804,0.249393,0.150145,0.0280879,1.69316,4.57516,0.284425,0.0102208,0.370138,0.638854,1.95823,2.81152,0.0131197,9.56782e-05,
May 22nd, 2026,0.193194,1.27381,0.617791,0.0142388,2.16198,0.319041,0.191889,0.00155452,-0.65043,0.0756022,0.855714,1.28113,0.0189074,9.69656e-05,
May 25th, 2026,-0.162398,0.508015,0.604183,0.0128296,2.27028,0.273022,0.204453,0.00140042,-0.732779,0.0720695,1.22558,1.02543,0.0166107,6.75009e-05,
May 26th, 2026,-0.324276,0.319146,0.580559,0.0118401,2.26204,0.193378,0.21406,0.00130055,-0.798203,0.0628891,1.43378,0.840662,0.0210595,4.73723e-05,
May 27th, 2026,-0.348885,0.465852,0.546948,0.0064213,2.28481,0.179999,0.222307,0.000855449,-0.855464,0.0428086,1.65219,0.461135,0.0221031,8.37813e-05,
May 28th, 2026,-0.474105,0.24244,0.531292,0.00468773,2.33507,0.130547,0.226536,0.000667911,-0.889102,0.0312804,1.77789,0.236613,0.0212515,4.07474e-05,
May 29th, 2026,0.162478,0.241042,0.488547,0.0102791,1.77392,0.162363,0.11,0.000619964,-0.608002,0.00825834,-0.144846,0.370771,0.0400155,1.34663e-05,
June 1st, 2026,0.253188,0.355533,0.504314,0.00970551,1.81369,0.250755,0.10856,0.000625509,-0.602849,0.00749595,-0.176135,0.358969,0.0326147,3.24289e-05,
June 2nd, 2026,0.185701,0.282738,0.507447,0.00891422,1.79604,0.194008,0.109881,0.000573939,-0.601212,0.0091436,-0.132302,0.3547,0.0319431,2.74454e-05,
June 3rd, 2026,0.0822389,0.186738,0.494751,0.00727436,1.76187,0.140751,0.111098,0.000550407,-0.601188,0.0101424,-0.0999851,0.350599,0.0333025,4.51653e-05,
June 4th, 2026,0.0323627,0.338276,0.561662,0.0175869,1.90565,0.508832,0.100162,0.000119351,-0.539105,0.00474476,-0.0635475,0.196748,0.0224311,1.38895e-05,
June 5th, 2026,-0.0350591,0.0426646,0.633328,0.0350633,2.04703,0.279004,0.0988065,0.000105242,-0.536811,0.00805476,0.148625,0.346661,0.0290464,1.22094e-05,
June 8th, 2026,0.00903879,0.0441442,0.653757,0.0360037,2.1468,0.30471,0.0971486,0.000137512,-0.551612,0.00981007,0.2597,0.381326,0.0248805,3.93327e-05,
June 9th, 2026,0.030488,0.0429864,0.674279,0.0396008,2.22296,0.322295,0.0964759,0.000137798,-0.557897,0.0114532,0.32321,0.390264,0.0266675,5.94505e-05,
June 10th, 2026,0.0833777,0.0430065,0.708931,0.0402045,2.36164,0.326186,0.0940574,0.000138367,-0.559241,0.011994,0.467,0.378353,0.0230958,6.87432e-05,
June 11th, 2026,0.0814165,0.0437061,0.690357,0.0402871,2.33776,0.33522,0.0949453,0.000142674,-0.560144,0.012317,0.440414,0.384554,0.0280365,6.79624e-05,
June 12th, 2026,1.62456,1.44209,0.544049,0.0647333,2.4748,0.749401,0.0777355,0.000196153,-0.677395,0.0178643,0.204843,0.723113,0.0220942,3.28738e-06,
June 15th, 2026,1.22119,1.19582,0.60141,0.0637546,2.72073,0.711078,0.0813061,0.000194796,-0.689465,0.0195488,0.423976,0.635425,0.0263699,2.50267e-05,
June 16th, 2026,1.25771,1.12476,0.58295,0.056134,2.70018,0.660403,0.0827621,0.000219855,-0.705899,0.019796,0.486502,0.628322,0.0263957,3.12245e-06,
June 17th, 2026,1.37514,1.14212,0.566038,0.057246,2.6396,0.608503,0.0817923,0.000222703,-0.710221,0.0211526,0.466339,0.670761,0.0240184,1.73092e-05,
June 18th, 2026,1.16341,1.07285,0.616409,0.0631741,2.7268,0.549226,0.0813981,0.000229031,-0.693675,0.0242131,0.444338,0.657137,0.0244251,1.99634e-05,
June 19th, 2026,0.699128,0.399825,0.731744,0.0576939,3.08194,0.452658,0.0807325,0.000225301,-0.661239,0.0280452,0.504461,0.524909,0.0247604,1.75174e-05,
June 22nd, 2026,0.536505,0.041342,0.630106,0.0304685,2.65114,1.42611,0.0739329,0.000562938,-0.732798,0.0212629,0.880976,0.244685,0.0363465,4.26005e-05,
June 23rd, 2026,0.540033,0.0445014,0.647117,0.0323233,2.63911,1.46085,0.0741639,0.000583394,-0.722689,0.0213341,0.868614,0.257023,0.0345021,6.52408e-05,
June 24th, 2026,0.529388,0.0365597,0.584132,0.0067352,2.46771,1.28983,0.0749785,0.000635621,-0.757536,0.01418,1.02461,0.135628,0.032412,9.67439e-06,
June 25th, 2026,0.448681,0.0623776,0.79263,0.00739622,3.52463,0.479633,0.0559594,2.39954e-05,-0.638105,0.00147861,0.878841,0.0363119,0.0509012,5.65248e-05,
June 26th, 2026,0.41595,0.0702466,0.79826,0.0107107,3.53126,0.529185,0.0561161,1.85277e-05,-0.632988,0.00174416,0.858624,0.0373646,0.0580961,9.29895e-05,
June 29th, 2026,0.393369,0.0724246,0.809962,0.0135635,3.50713,0.598081,0.0562338,1.6572e-05,-0.626466,0.00152496,0.843305,0.0383796,0.0550061,4.61294e-05,
June 30th, 2026,0.368736,0.0708228,0.816586,0.0126351,3.48068,0.60652,0.0561444,1.56463e-05,-0.621904,0.0015234,0.826558,0.0384248,0.0514861,0.000138511,
July 1st, 2026,0.63357,0.00131445,0.809898,0.00672728,3.74207,0.411943,0.0551707,9.52041e-05,-0.663381,0.000230835,0.96317,0.0339245,0.0490429,2.86606e-06,
July 2nd, 2026,0.634475,8.25596e-05,0.828106,0.000135207,3.94562,0.000337378,0.0524906,2.11298e-07,-0.664545,3.58491e-05,1.01945,-2.32779e-17,0.0537915,0.000100219,
July 3rd, 2026,0.0567314,0.0678936,0.52581,0.0252045,2.56645,0.686678,0.0710697,4.51901e-05,-0.794203,0.0330691,0.679983,0.0596367,0.0493059,7.20009e-07,
July 6th, 2026,0.0254718,0.0707694,0.543689,0.0266917,2.61405,0.644621,0.0723663,4.30244e-05,-0.790657,0.0335024,0.711241,0.0557191,0.0558105,1.48224e-05,
July 7th, 2026,-0.000223365,0.0724296,0.559099,0.0300536,2.68895,0.621556,0.072147,5.05236e-05,-0.782141,0.0335987,0.74144,0.051716,0.067388,2.97148e-05,
July 8th, 2026,0.00046519,0.0728328,0.563061,0.0309694,2.6889,0.617151,0.072248,5.5054e-05,-0.779032,0.0346701,0.740705,0.0517099,0.0753697,0.000149228,
July 9th, 2026,0.00610592,0.0723606,0.570096,0.0334339,2.6979,0.63574,0.0716713,6.09897e-05,-0.782944,0.0346213,0.736676,0.050079,0.0704106,0.000189242,
July 10th, 2026,0.00901299,0.0726954,0.571448,0.0330266,2.68771,0.654883,0.0712969,6.84977e-05,-0.789077,0.035,0.736581,0.0474393,0.0733315,0.000313395,
July 13th, 2026,-0.0104615,0.0761663,0.583381,0.0354773,2.67376,0.61954,0.0723409,6.93726e-05,-0.77835,0.0383452,0.75497,0.0460708,0.0772807,0.000165643,
July 14th, 2026,-0.0332683,0.0639475,0.592005,0.04243,2.69881,0.577167,0.0740563,8.07946e-05,-0.784583,0.038953,0.780084,0.0286495,0.0681275,3.56156e-05,
July 15th, 2026,-0.0301951,0.0654338,0.598781,0.0419554,2.64909,0.566694,0.0747341,7.94959e-05,-0.780935,0.0407165,0.778325,0.0290977,0.0670758,6.99929e-06,
July 16th, 2026,-0.0434166,0.0665641,0.611888,0.0393168,2.6356,0.546959,0.0753036,7.53455e-05,-0.767353,0.0407122,0.783423,0.0301587,0.0768971,4.57271e-05,
July 17th, 2026,-0.025946,0.0623441,0.59174,0.0376647,2.57893,0.552512,0.0750869,7.43298e-05,-0.78077,0.0402018,0.768614,0.0289805,0.080735,0.00012,
July 20th, 2026,0.253,0.054474,0.541543,0.0144163,2.28513,0.758276,0.0830236,0.000154047,-0.61331,0.0120119,0.82369,0.10166,0.0834236,1.08241e-05,
July 21st, 2026,0.256302,0.0567675,0.537386,0.0149367,2.30096,0.773927,0.082544,0.000161109,-0.614105,0.0130613,0.80688,0.10634,0.0843789,4.23706e-05,
July 22nd, 2026,0.473929,0.202807,0.394886,0.0119976,2.68442,2.49603,0.0674138,2.81018e-05,-0.842892,0.0180427,0.498786,0.00430281,0.0646766,7.89509e-06,
July 23rd, 2026,0.397002,0.201116,0.390531,0.0114136,2.82284,2.60544,0.0673716,2.48566e-05,-0.845855,0.0155062,0.502949,0.00487221,0.0723918,2.87646e-05,
July 24th, 2026,0.426258,0.204608,0.390407,0.0105529,2.74112,2.50813,0.0675914,2.76409e-05,-0.842147,0.0170724,0.501625,0.0047375,0.0701821,3.28964e-05,
July 27th, 2026,0.436858,0.204534,0.39336,0.0117885,2.69761,2.41262,0.0678122,1.93023e-05,-0.838609,0.0178506,0.501301,0.00474634,0.0682052,2.33154e-05,
July 28th, 2026,0.443332,0.204692,0.396831,0.0116045,2.6406,2.31382,0.0675705,2.56067e-05,-0.836511,0.018905,0.50053,0.00480722,0.069909,1.59669e-05,
July 29th, 2026,0.169649,0.102704,0.441711,0.00938552,2.93612,0.714007,0.114192,0.00042466,-0.71735,0.0311509,0.236085,0.265594,0.0634334,1.88468e-06,
July 30th, 2026,0.177545,0.103968,0.454439,0.0111397,2.94771,0.709284,0.114182,0.000426209,-0.716849,0.0309048,0.235277,0.263989,0.0611094,1.67372e-05,
July 31st, 2026,0.19605,0.108954,0.450709,0.00991949,2.90769,0.688094,0.113625,0.000432197,-0.712737,0.030372,0.212993,0.284008,0.0577735,8.78766e-06,
August 3rd, 2026,0.181921,0.105232,0.446426,0.0112315,2.92324,0.668368,0.113281,0.000412133,-0.717257,0.0313604,0.228544,0.271452,0.0620548,1.43469e-05,
August 4th, 2026,0.171857,0.111355,0.443707,0.0124747,2.98763,0.669352,0.112293,0.000391213,-0.726843,0.0318648,0.212428,0.277602,0.0642772,9.39972e-05,
August 5th, 2026,0.152192,0.0656298,0.602069,0.0257186,3.41225,3.66191,0.12753,0.000559008,-0.690614,0.0249373,0.690967,0.0727695,0.0734998,3.26175e-06,
August 6th, 2026,0.146647,0.067774,0.592749,0.0245764,3.3523,3.64001,0.129476,0.000576639,-0.689574,0.0239584,0.697529,0.0741012,0.0772617,2.90064e-05,
August 7th, 2026,0.14652,0.0711404,0.584084,0.0235801,3.36121,3.60116,0.129757,0.000568966,-0.697525,0.0242329,0.702164,0.0754684,0.0753301,5.77139e-05,
August 10th, 2026,0.550771,0.149496,0.544433,0.0382049,5.1266,2.57366,0.0935941,6.80514e-05,-0.843787,0.020606,0.0338091,0.179441,0.0663858,1.74828e-06,
August 11th, 2026,0.58551,0.157494,0.534614,0.0350954,5.01265,2.59271,0.0930215,6.95764e-05,-0.851475,0.0204647,0.00892319,0.180734,0.0635182,2.54813e-05,
August 12th, 2026,0.565849,0.159825,0.541835,0.0385375,5.04978,2.58805,0.0933279,6.70846e-05,-0.843378,0.0217393,0.0228413,0.183077,0.0640775,2.88549e-05,
August 13th, 2026,0.556016,0.159649,0.547849,0.0390584,5.10043,2.60023,0.0932245,6.51088e-05,-0.839723,0.0217806,0.0349901,0.184468,0.063621,5.09911e-05,
August 14th, 2026,0.583227,0.164434,0.537435,0.0438026,4.97638,2.57914,0.0920561,7.98567e-05,-0.843855,0.0217929,0.0177896,0.185962,0.0552004,0.000105779,
August 17th, 2026,0.561654,0.157087,0.557316,0.0530248,4.98438,2.40486,0.0926443,7.2802e-05,-0.8297,0.0249219,0.0389551,0.182367,0.0512956,0.000141328,
August 18th, 2026,0.517057,0.140456,0.581329,0.0564933,5.07381,2.18542,0.0940715,6.1585e-05,-0.808838,0.0260062,0.0865964,0.177687,0.0551994,9.26384e-05,
August 19th, 2026,0.477706,0.123624,0.629588,0.0603351,5.14733,1.94813,0.0944119,6.26455e-05,-0.786903,0.0265883,0.131151,0.165947,0.0559276,0.000161944,
August 20th, 2026,0.480701,0.122085,0.629534,0.068755,5.12954,1.83988,0.0943885,7.30317e-05,-0.778923,0.0263471,0.132453,0.157374,0.0493529,0.000256198,
August 21st, 2026,0.813276,0.443384,0.518686,0.036108,2.65288,1.10023,0.082345,0.000809751,-0.695347,0.0350344,-0.304202,0.563907,0.0577389,1.41304e-06,
August 24th, 2026,0.756911,0.428399,0.517238,0.0401922,2.67937,1.15505,0.083806,0.000807949,-0.703262,0.0349952,-0.239557,0.536046,0.0641219,8.90585e-05,
August 25th, 2026,0.776717,0.439339,0.507981,0.0383767,2.66239,1.169,0.0834561,0.000796256,-0.704183,0.0326151,-0.25866,0.54792,0.0653884,0.000103859,
August 26th, 2026,0.757506,0.428209,0.503205,0.0383745,2.65419,1.18701,0.0848051,0.000781286,-0.703643,0.0335306,-0.232428,0.536103,0.0619858,0.000102785,
August 27th, 2026,1.0223,0.761323,0.316557,0.140183,1.03289,0.052561,0.604313,0.0950274,0.151335,0.274343,-0.415817,0.207875,0.105357,0.00314303,
