date,expiry date,strike,maturity (years),rate,underlying,call option price,implied vol
09-Mar-2026,31-Dec-2026,85,0.813699,3,100,19.8958,0.271465
09-Mar-2026,31-Dec-2026,90,0.813699,3,100,16.0387,0.256021
09-Mar-2026,31-Dec-2026,95,0.813699,3,100,12.5241,0.242235
09-Mar-2026,31-Dec-2026,100,0.813699,3,100,9.41721,0.229793
09-Mar-2026,31-Dec-2026,105,0.813699,3,100,6.77352,0.218491
09-Mar-2026,31-Dec-2026,110,0.813699,3,100,4.62786,0.208226
09-Mar-2026,31-Dec-2026,115,0.813699,3,100,2.98351,0.198967
09-Mar-2026,31-Dec-2026,120,0.813699,3,100,1.80555,0.190735
09-Mar-2026,29-Jan-2027,80,0.893151,3,100,24.4048,0.286626
09-Mar-2026,29-Jan-2027,85,0.893151,3,100,20.3147,0.269784
09-Mar-2026,29-Jan-2027,90,0.893151,3,100,16.4962,0.254932
09-Mar-2026,29-Jan-2027,95,0.893151,3,100,13.0102,0.24167
09-Mar-2026,29-Jan-2027,100,0.893151,3,100,9.91584,0.229705
09-Mar-2026,29-Jan-2027,105,0.893151,3,100,7.26284,0.218844
09-Mar-2026,29-Jan-2027,110,0.893151,3,100,5.08262,0.208974
09-Mar-2026,29-Jan-2027,115,0.893151,3,100,3.37953,0.200043
09-Mar-2026,29-Jan-2027,120,0.893151,3,100,2.12549,0.19205
09-Mar-2026,26-Feb-2027,80,0.969863,3,100,24.765,0.284786
09-Mar-2026,26-Feb-2027,85,0.969863,3,100,20.7141,0.268543
09-Mar-2026,26-Feb-2027,90,0.969863,3,100,16.9307,0.254203
09-Mar-2026,26-Feb-2027,95,0.969863,3,100,13.4709,0.241396
09-Mar-2026,26-Feb-2027,100,0.969863,3,100,10.3887,0.229848
09-Mar-2026,26-Feb-2027,105,0.969863,3,100,7.72897,0.21937
09-Mar-2026,26-Feb-2027,110,0.969863,3,100,5.52012,0.209843
09-Mar-2026,26-Feb-2027,115,0.969863,3,100,3.76706,0.201204
09-Mar-2026,26-Feb-2027,120,0.969863,3,100,2.44673,0.193432
10-Mar-2026,13-Mar-2026,80.7281,0.00821918,2.98318,100.91,20.2018,0.326855
10-Mar-2026,13-Mar-2026,85.7737,0.00821918,2.98318,100.91,15.1576,0.239014
10-Mar-2026,13-Mar-2026,90.8192,0.00821918,2.98318,100.91,10.1133,0.207185
10-Mar-2026,13-Mar-2026,95.8647,0.00821918,2.98318,100.91,5.06981,0.19306
10-Mar-2026,13-Mar-2026,100.91,0.00821918,2.98318,100.91,0.663942,0.17853
10-Mar-2026,13-Mar-2026,105.956,0.00821918,2.98318,100.91,0.000225143,0.164101
10-Mar-2026,13-Mar-2026,111.001,0.00821918,2.98318,100.91,4.64692e-13,0.151584
10-Mar-2026,13-Mar-2026,116.047,0.00821918,2.98318,100.91,1.38576e-15,0.199246
10-Mar-2026,13-Mar-2026,121.092,0.00821918,2.98318,100.91,1.44525e-15,0.259011
10-Mar-2026,20-Mar-2026,80.7281,0.0273973,2.98318,100.91,20.2744,0.573694
10-Mar-2026,20-Mar-2026,85.7737,0.0273973,2.98318,100.91,15.2347,0.437567
10-Mar-2026,20-Mar-2026,90.8192,0.0273973,2.98318,100.91,10.1999,0.310198
10-Mar-2026,20-Mar-2026,95.8647,0.0273973,2.98318,100.91,5.29326,0.238555
10-Mar-2026,20-Mar-2026,100.91,0.0273973,2.98318,100.91,1.46094,0.213102
10-Mar-2026,20-Mar-2026,105.956,0.0273973,2.98318,100.91,0.100293,0.194751
10-Mar-2026,20-Mar-2026,111.001,0.0273973,2.98318,100.91,0.000627359,0.17953
10-Mar-2026,20-Mar-2026,116.047,0.0273973,2.98318,100.91,2.12531e-07,0.1696
10-Mar-2026,20-Mar-2026,121.092,0.0273973,2.98318,100.91,6.67097e-12,0.165056
10-Mar-2026,27-Mar-2026,80.7281,0.0465753,2.98318,100.91,20.3337,0.464826
10-Mar-2026,27-Mar-2026,85.7737,0.0465753,2.98318,100.91,15.2996,0.358305
10-Mar-2026,27-Mar-2026,90.8192,0.0465753,2.98318,100.91,10.2955,0.273172
10-Mar-2026,27-Mar-2026,95.8647,0.0465753,2.98318,100.91,5.54708,0.231527
10-Mar-2026,27-Mar-2026,100.91,0.0465753,2.98318,100.91,1.88909,0.209436
10-Mar-2026,27-Mar-2026,105.956,0.0465753,2.98318,100.91,0.26688,0.191514
10-Mar-2026,27-Mar-2026,111.001,0.0465753,2.98318,100.91,0.00897041,0.176493
10-Mar-2026,27-Mar-2026,116.047,0.0465753,2.98318,100.91,5.34735e-05,0.166544
10-Mar-2026,27-Mar-2026,121.092,0.0465753,2.98318,100.91,7.73897e-08,0.161849
10-Mar-2026,02-Apr-2026,80.7281,0.0630137,2.98318,100.91,20.414,0.443458
10-Mar-2026,02-Apr-2026,85.7737,0.0630137,2.98318,100.91,15.3961,0.35081
10-Mar-2026,02-Apr-2026,90.8192,0.0630137,2.98318,100.91,10.459,0.28389
10-Mar-2026,02-Apr-2026,95.8647,0.0630137,2.98318,100.91,5.88625,0.246995
10-Mar-2026,02-Apr-2026,100.91,0.0630137,2.98318,100.91,2.35103,0.223383
10-Mar-2026,02-Apr-2026,105.956,0.0630137,2.98318,100.91,0.515281,0.203932
10-Mar-2026,02-Apr-2026,111.001,0.0630137,2.98318,100.91,0.0442789,0.187709
10-Mar-2026,02-Apr-2026,116.047,0.0630137,2.98318,100.91,0.00124936,0.176781
10-Mar-2026,02-Apr-2026,121.092,0.0630137,2.98318,100.91,1.413e-05,0.171399
10-Mar-2026,10-Apr-2026,80.7281,0.0849315,2.98318,100.91,20.4837,0.394766
10-Mar-2026,10-Apr-2026,85.7737,0.0849315,2.98318,100.91,15.4878,0.320417
10-Mar-2026,10-Apr-2026,90.8192,0.0849315,2.98318,100.91,10.6144,0.269977
10-Mar-2026,10-Apr-2026,95.8647,0.0849315,2.98318,100.91,6.15597,0.239658
10-Mar-2026,10-Apr-2026,100.91,0.0849315,2.98318,100.91,2.68182,0.217843
10-Mar-2026,10-Apr-2026,105.956,0.0849315,2.98318,100.91,0.724303,0.199171
10-Mar-2026,10-Apr-2026,111.001,0.0849315,2.98318,100.91,0.0946148,0.183402
10-Mar-2026,10-Apr-2026,116.047,0.0849315,2.98318,100.91,0.00524459,0.172572
10-Mar-2026,10-Apr-2026,121.092,0.0849315,2.98318,100.91,0.00014344,0.167053
10-Mar-2026,31-Mar-2026,80.7281,0.0575342,2.98318,100.91,20.387,0.450626
10-Mar-2026,31-Mar-2026,85.7737,0.0575342,2.98318,100.91,15.3623,0.353259
10-Mar-2026,31-Mar-2026,90.8192,0.0575342,2.98318,100.91,10.401,0.281146
10-Mar-2026,31-Mar-2026,95.8647,0.0575342,2.98318,100.91,5.77474,0.242941
10-Mar-2026,31-Mar-2026,100.91,0.0575342,2.98318,100.91,2.20665,0.219657
10-Mar-2026,31-Mar-2026,105.956,0.0575342,2.98318,100.91,0.431466,0.2006
10-Mar-2026,31-Mar-2026,111.001,0.0575342,2.98318,100.91,0.0292591,0.1847
10-Mar-2026,31-Mar-2026,116.047,0.0575342,2.98318,100.91,0.000560335,0.174056
10-Mar-2026,31-Mar-2026,121.092,0.0575342,2.98318,100.91,3.80497e-06,0.168887
10-Mar-2026,30-Apr-2026,80.7281,0.139726,2.98318,100.91,20.7253,0.353706
10-Mar-2026,30-Apr-2026,85.7737,0.139726,2.98318,100.91,15.8234,0.303399
10-Mar-2026,30-Apr-2026,90.8192,0.139726,2.98318,100.91,11.1333,0.267959
10-Mar-2026,30-Apr-2026,95.8647,0.139726,2.98318,100.91,6.91246,0.242255
10-Mar-2026,30-Apr-2026,100.91,0.139726,2.98318,100.91,3.53634,0.221298
10-Mar-2026,30-Apr-2026,105.956,0.139726,2.98318,100.91,1.34332,0.20279
10-Mar-2026,30-Apr-2026,111.001,0.139726,2.98318,100.91,0.33264,0.186916
10-Mar-2026,30-Apr-2026,116.047,0.139726,2.98318,100.91,0.0499815,0.175405
10-Mar-2026,30-Apr-2026,121.092,0.139726,2.98318,100.91,0.00492491,0.168905
10-Mar-2026,29-May-2026,80.7281,0.219178,2.98318,100.91,21.0764,0.320562
10-Mar-2026,29-May-2026,85.7737,0.219178,2.98318,100.91,16.2991,0.285064
10-Mar-2026,29-May-2026,90.8192,0.219178,2.98318,100.91,11.7835,0.257942
10-Mar-2026,29-May-2026,95.8647,0.219178,2.98318,100.91,7.73444,0.236038
10-Mar-2026,29-May-2026,100.91,0.219178,2.98318,100.91,4.41233,0.217018
10-Mar-2026,29-May-2026,105.956,0.219178,2.98318,100.91,2.05444,0.199859
10-Mar-2026,29-May-2026,111.001,0.219178,2.98318,100.91,0.723693,0.184863
10-Mar-2026,29-May-2026,116.047,0.219178,2.98318,100.91,0.183982,0.173305
10-Mar-2026,29-May-2026,121.092,0.219178,2.98318,100.91,0.0349895,0.165985
10-Mar-2026,30-Jun-2026,80.7281,0.306849,2.98318,100.91,21.5255,0.307751
10-Mar-2026,30-Jun-2026,85.7737,0.306849,2.98318,100.91,16.8746,0.278733
10-Mar-2026,30-Jun-2026,90.8192,0.306849,2.98318,100.91,12.5065,0.255161
10-Mar-2026,30-Jun-2026,95.8647,0.306849,2.98318,100.91,8.58283,0.235136
10-Mar-2026,30-Jun-2026,100.91,0.306849,2.98318,100.91,5.29543,0.217342
10-Mar-2026,30-Jun-2026,105.956,0.306849,2.98318,100.91,2.82129,0.20121
10-Mar-2026,30-Jun-2026,111.001,0.306849,2.98318,100.91,1.2382,0.186948
10-Mar-2026,30-Jun-2026,116.047,0.306849,2.98318,100.91,0.432774,0.175372
10-Mar-2026,30-Jun-2026,121.092,0.306849,2.98318,100.91,0.121771,0.167206
10-Mar-2026,31-Jul-2026,80.7281,0.391781,2.98318,100.91,21.9565,0.298784
10-Mar-2026,31-Jul-2026,85.7737,0.391781,2.98318,100.91,17.4035,0.273336
10-Mar-2026,31-Jul-2026,90.8192,0.391781,2.98318,100.91,13.1386,0.251983
10-Mar-2026,31-Jul-2026,95.8647,0.391781,2.98318,100.91,9.29706,0.233423
10-Mar-2026,31-Jul-2026,100.91,0.391781,2.98318,100.91,6.0328,0.216777
10-Mar-2026,31-Jul-2026,105.956,0.391781,2.98318,100.91,3.48853,0.201663
10-Mar-2026,31-Jul-2026,111.001,0.391781,2.98318,100.91,1.73974,0.188197
10-Mar-2026,31-Jul-2026,116.047,0.391781,2.98318,100.91,0.729083,0.176895
10-Mar-2026,31-Jul-2026,121.092,0.391781,2.98318,100.91,0.256617,0.168316
10-Mar-2026,31-Aug-2026,80.7281,0.476712,2.98318,100.91,22.387,0.29257
10-Mar-2026,31-Aug-2026,85.7737,0.476712,2.98318,100.91,17.917,0.269459
10-Mar-2026,31-Aug-2026,90.8192,0.476712,2.98318,100.91,13.7352,0.249692
10-Mar-2026,31-Aug-2026,95.8647,0.476712,2.98318,100.91,9.95775,0.232306
10-Mar-2026,31-Aug-2026,100.91,0.476712,2.98318,100.91,6.7133,0.216655
10-Mar-2026,31-Aug-2026,105.956,0.476712,2.98318,100.91,4.12041,0.202444
10-Mar-2026,31-Aug-2026,111.001,0.476712,2.98318,100.91,2.24801,0.189715
10-Mar-2026,31-Aug-2026,116.047,0.476712,2.98318,100.91,1.06834,0.178781
10-Mar-2026,31-Aug-2026,121.092,0.476712,2.98318,100.91,0.439815,0.17004
10-Mar-2026,30-Sep-2026,80.7281,0.558904,2.98318,100.91,22.8028,0.28829
10-Mar-2026,30-Sep-2026,85.7737,0.558904,2.98318,100.91,18.4031,0.266817
10-Mar-2026,30-Sep-2026,90.8192,0.558904,2.98318,100.91,14.2896,0.248241
10-Mar-2026,30-Sep-2026,95.8647,0.558904,2.98318,100.91,10.5643,0.231802
10-Mar-2026,30-Sep-2026,100.91,0.558904,2.98318,100.91,7.33774,0.216986
10-Mar-2026,30-Sep-2026,105.956,0.558904,2.98318,100.91,4.71076,0.20354
10-Mar-2026,30-Sep-2026,111.001,0.558904,2.98318,100.91,2.74506,0.191452
10-Mar-2026,30-Sep-2026,116.047,0.558904,2.98318,100.91,1.42876,0.180904
10-Mar-2026,30-Sep-2026,121.092,0.558904,2.98318,100.91,0.659437,0.172166
10-Mar-2026,30-Oct-2026,80.7281,0.641096,2.98318,100.91,23.2507,0.287251
10-Mar-2026,30-Oct-2026,85.7737,0.641096,2.98318,100.91,18.9191,0.266874
10-Mar-2026,30-Oct-2026,90.8192,0.641096,2.98318,100.91,14.8703,0.249123
10-Mar-2026,30-Oct-2026,95.8647,0.641096,2.98318,100.91,11.1944,0.233373
10-Mar-2026,30-Oct-2026,100.91,0.641096,2.98318,100.91,7.98651,0.21919
10-Mar-2026,30-Oct-2026,105.956,0.641096,2.98318,100.91,5.33247,0.20634
10-Mar-2026,30-Oct-2026,111.001,0.641096,2.98318,100.91,3.2865,0.194761
10-Mar-2026,30-Oct-2026,116.047,0.641096,2.98318,100.91,1.84623,0.184541
10-Mar-2026,30-Oct-2026,121.092,0.641096,2.98318,100.91,0.938374,0.175843
10-Mar-2026,30-Nov-2026,80.7281,0.726027,2.98318,100.91,23.6618,0.283875
10-Mar-2026,30-Nov-2026,85.7737,0.726027,2.98318,100.91,19.3874,0.264665
10-Mar-2026,30-Nov-2026,90.8192,0.726027,2.98318,100.91,15.3922,0.24785
10-Mar-2026,30-Nov-2026,95.8647,0.726027,2.98318,100.91,11.7572,0.232898
10-Mar-2026,30-Nov-2026,100.91,0.726027,2.98318,100.91,8.56625,0.219432
10-Mar-2026,30-Nov-2026,105.956,0.726027,2.98318,100.91,5.89382,0.207232
10-Mar-2026,30-Nov-2026,111.001,0.726027,2.98318,100.91,3.78793,0.196216
10-Mar-2026,30-Nov-2026,116.047,0.726027,2.98318,100.91,2.25105,0.18641
10-Mar-2026,30-Nov-2026,121.092,0.726027,2.98318,100.91,1.22849,0.17791
10-Mar-2026,31-Dec-2026,80.7281,0.810959,2.98318,100.91,24.0844,0.282034
10-Mar-2026,31-Dec-2026,85.7737,0.810959,2.98318,100.91,19.8646,0.263742
10-Mar-2026,31-Dec-2026,90.8192,0.810959,2.98318,100.91,15.9201,0.247682
10-Mar-2026,31-Dec-2026,95.8647,0.810959,2.98318,100.91,12.3239,0.233385
10-Mar-2026,31-Dec-2026,100.91,0.810959,2.98318,100.91,9.1501,0.220516
10-Mar-2026,31-Dec-2026,105.956,0.810959,2.98318,100.91,6.4636,0.208863
10-Mar-2026,31-Dec-2026,111.001,0.810959,2.98318,100.91,4.3067,0.198323
10-Mar-2026,31-Dec-2026,116.047,0.810959,2.98318,100.91,2.68458,0.188884
10-Mar-2026,31-Dec-2026,121.092,0.810959,2.98318,100.91,1.5561,0.180589
10-Mar-2026,29-Jan-2027,80.7281,0.890411,2.98318,100.91,24.4628,0.280098
10-Mar-2026,29-Jan-2027,85.7737,0.890411,2.98318,100.91,20.2891,0.262598
10-Mar-2026,29-Jan-2027,90.8192,0.890411,2.98318,100.91,16.3869,0.2472
10-Mar-2026,29-Jan-2027,95.8647,0.890411,2.98318,100.91,12.8233,0.233484
10-Mar-2026,29-Jan-2027,100.91,0.890411,2.98318,100.91,9.66469,0.221139
10-Mar-2026,29-Jan-2027,105.956,0.890411,2.98318,100.91,6.96884,0.209963
10-Mar-2026,29-Jan-2027,111.001,0.890411,2.98318,100.91,4.77351,0.199843
10-Mar-2026,29-Jan-2027,116.047,0.890411,2.98318,100.91,3.08513,0.190738
10-Mar-2026,29-Jan-2027,121.092,0.890411,2.98318,100.91,1.87137,0.182663
10-Mar-2026,26-Feb-2027,80.7281,0.967123,2.98318,100.91,24.8263,0.278662
10-Mar-2026,26-Feb-2027,85.7737,0.967123,2.98318,100.91,20.6946,0.261832
10-Mar-2026,26-Feb-2027,90.8192,0.967123,2.98318,100.91,16.831,0.247002
10-Mar-2026,26-Feb-2027,95.8647,0.967123,2.98318,100.91,13.2969,0.233786
10-Mar-2026,26-Feb-2027,100.91,0.967123,2.98318,100.91,10.1528,0.221896
10-Mar-2026,26-Feb-2027,105.956,0.967123,2.98318,100.91,7.45029,0.211131
10-Mar-2026,26-Feb-2027,111.001,0.967123,2.98318,100.91,5.22334,0.201375
10-Mar-2026,26-Feb-2027,116.047,0.967123,2.98318,100.91,3.47891,0.192569
10-Mar-2026,26-Feb-2027,121.092,0.967123,2.98318,100.91,2.19103,0.184702
11-Mar-2026,13-Mar-2026,90.184,0.00547945,2.92148,100.204,10.0349,0.217383
11-Mar-2026,13-Mar-2026,95.1942,0.00547945,2.92148,100.204,5.02558,0.203906
11-Mar-2026,13-Mar-2026,100.204,0.00547945,2.92148,100.204,0.570789,0.190185
11-Mar-2026,13-Mar-2026,105.215,0.00547945,2.92148,100.204,3.20262e-05,0.176607
11-Mar-2026,20-Mar-2026,80.1635,0.0246575,2.92148,100.204,20.1243,0.602932
11-Mar-2026,20-Mar-2026,85.1738,0.0246575,2.92148,100.204,15.1193,0.459743
11-Mar-2026,20-Mar-2026,90.184,0.0246575,2.92148,100.204,10.1198,0.326632
11-Mar-2026,20-Mar-2026,95.1942,0.0246575,2.92148,100.204,5.25666,0.254825
11-Mar-2026,20-Mar-2026,100.204,0.0246575,2.92148,100.204,1.48036,0.230131
11-Mar-2026,20-Mar-2026,105.215,0.0246575,2.92148,100.204,0.114716,0.212478
11-Mar-2026,20-Mar-2026,110.225,0.0246575,2.92148,100.204,0.00103576,0.197397
11-Mar-2026,20-Mar-2026,115.235,0.0246575,2.92148,100.204,6.2031e-07,0.186373
11-Mar-2026,20-Mar-2026,120.245,0.0246575,2.92148,100.204,3.16207e-11,0.180154
11-Mar-2026,27-Mar-2026,80.1635,0.0438356,2.92148,100.204,20.182,0.477632
11-Mar-2026,27-Mar-2026,85.1738,0.0438356,2.92148,100.204,15.183,0.368695
11-Mar-2026,27-Mar-2026,90.184,0.0438356,2.92148,100.204,10.2188,0.284627
11-Mar-2026,27-Mar-2026,95.1942,0.0438356,2.92148,100.204,5.53068,0.245207
